year,quarter,market,dur_stay,mode,purpose,area,Visits (000s),Spend,Nights (000s),sample
2010,January-March,USA,15+  nights,Air,Miscellaneous, LONDON,0.277490318,0.04385094,2.134336233,1
2010,April-June,USA,1-3  nights,Air,Holiday, LONDON,53.53283478,22.29199157,121.1404678,117
2010,April-June,USA,1-3  nights,Air,Business, LONDON,47.47638749,33.53316345,89.61768873,130
2010,April-June,USA,1-3  nights,Air,VFR, LONDON,11.15297042,2.553707578,25.1335621,26
2010,April-June,USA,1-3  nights,Air,Study, LONDON,0.629252747,1.053925119,1.671020091,3
2010,April-June,USA,1-3  nights,Air,Miscellaneous, LONDON,54.1554738,8.741887553,58.23743156,135
2010,April-June,USA,1-3  nights,Sea,Holiday, LONDON,10.53280035,1.640614919,20.47399601,10
2010,April-June,USA,1-3  nights,Tunnel,Holiday, LONDON,16.38306618,4.066510726,42.19920707,14
2010,April-June,USA,1-3  nights,Tunnel,Business, LONDON,11.7851482,7.859226711,20.80173588,9
2010,April-June,USA,1-3  nights,Tunnel,VFR, LONDON,2.83517471,1.218443165,6.15467298,3
2010,April-June,USA,1-3  nights,Tunnel,Miscellaneous, LONDON,1.175425649,0.135173962,2.350851297,1
2010,April-June,USA,4-7  nights,Air,Holiday, LONDON,49.14756161,33.17966654,236.9709779,134
2010,April-June,USA,4-7  nights,Air,Business, LONDON,30.19564976,36.38900165,140.2709327,84
2010,April-June,USA,4-7  nights,Air,VFR, LONDON,26.40414554,11.02562922,121.9775046,66
2010,April-June,USA,4-7  nights,Air,Miscellaneous, LONDON,4.063363656,1.418084519,19.16806129,10
2010,April-June,USA,4-7  nights,Sea,Holiday, LONDON,5.174881399,0.861859918,16.99367452,4
2010,April-June,USA,4-7  nights,Sea,Business, LONDON,0.743829608,0.083213188,2.0762465,1
2010,April-June,USA,4-7  nights,Tunnel,Holiday, LONDON,13.40134561,8.951397099,73.25966322,10
2010,April-June,USA,4-7  nights,Tunnel,Business, LONDON,5.589703441,5.700815558,30.27025366,4
2010,April-June,USA,4-7  nights,Tunnel,VFR, LONDON,2.350851297,0.707606256,14.10510826,2
2010,April-June,USA,8-14 nights,Air,Holiday, LONDON,43.13567048,25.46630472,318.1700395,105
2010,April-June,USA,8-14 nights,Air,Business, LONDON,10.95182173,19.26391977,94.52446513,32
2010,April-June,USA,8-14 nights,Air,VFR, LONDON,23.67431408,11.92042573,181.3867799,59
2010,April-June,USA,8-14 nights,Air,Study, LONDON,1.166750491,6.670724452,12.47278881,3
2010,April-June,USA,8-14 nights,Air,Miscellaneous, LONDON,0.996998221,1.134882838,9.819354653,3
2010,April-June,USA,8-14 nights,Sea,Holiday, LONDON,3.154426992,1.104075581,31.90806627,3
2010,April-June,USA,8-14 nights,Tunnel,Holiday, LONDON,4.371753931,5.268166482,33.58776426,3
2010,April-June,USA,8-14 nights,Tunnel,Business, LONDON,1.723077774,4.228586197,12.82564068,1
2010,April-June,USA,15+  nights,Air,Holiday, LONDON,13.90593079,12.34183642,226.0262832,40
2010,April-June,USA,15+  nights,Air,Business, LONDON,3.43611376,3.738174967,39.07795897,11
2010,April-June,USA,15+  nights,Air,VFR, LONDON,10.94187242,6.324324498,259.3966184,27
2010,April-June,USA,15+  nights,Air,Study, LONDON,6.530987456,57.87885937,479.984396,20
2010,April-June,USA,15+  nights,Air,Miscellaneous, LONDON,1.71440655,2.175491406,32.4854143,4
2010,April-June,USA,15+  nights,Sea,Study, LONDON,3.807671189,18.85422578,360.2453861,3
2010,April-June,USA,15+  nights,Tunnel,Business, LONDON,2.696953058,2.330231547,46.42258453,2
2010,April-June,USA,15+  nights,Tunnel,Study, LONDON,1.175425649,5.49511528,22.33308792,1
2010,July-September,USA,1-3  nights,Air,Holiday, LONDON,52.61435172,22.56737756,122.0251233,101
2010,July-September,USA,1-3  nights,Air,Business, LONDON,45.8012414,44.01398396,89.46163771,101
2010,July-September,USA,1-3  nights,Air,VFR, LONDON,19.45160148,6.601563497,40.56271213,41
2010,July-September,USA,1-3  nights,Air,Study, LONDON,0.606369674,0.416539609,1.840626359,1
2010,July-September,USA,1-3  nights,Air,Miscellaneous, LONDON,49.76566365,7.133226068,52.11304677,107
2010,July-September,USA,1-3  nights,Sea,Holiday, LONDON,11.65539658,1.644578758,30.24877217,15
2010,July-September,USA,1-3  nights,Tunnel,Holiday, LONDON,25.38002878,9.605641261,64.2625072,21
2010,July-September,USA,1-3  nights,Tunnel,Business, LONDON,2.620624781,4.46434617,5.026270509,2
2010,July-September,USA,1-3  nights,Tunnel,VFR, LONDON,3.103714645,0.028796141,5.360391557,3
2010,July-September,USA,4-7  nights,Air,Holiday, LONDON,72.2870928,48.0763633,355.0330883,158
2010,July-September,USA,4-7  nights,Air,Business, LONDON,44.13839006,63.40271345,206.1561388,93
2010,July-September,USA,4-7  nights,Air,VFR, LONDON,23.40670431,6.637381136,101.0769112,52
2010,July-September,USA,4-7  nights,Air,Miscellaneous, LONDON,1.949342132,0.775675759,10.0820713,3
2010,July-September,USA,4-7  nights,Sea,Holiday, LONDON,9.232680231,2.774924808,37.89823518,12
2010,July-September,USA,4-7  nights,Sea,Business, LONDON,1.031330705,0.010430049,0.989028931,1
2010,July-September,USA,4-7  nights,Sea,VFR, LONDON,0.082446486,0.07848905,0.329785943,1
2010,July-September,USA,4-7  nights,Tunnel,Holiday, LONDON,16.92044091,8.80214902,83.02638197,14
2010,July-September,USA,4-7  nights,Tunnel,Business, LONDON,1.31031239,0.686295629,5.02627039,1
2010,July-September,USA,4-7  nights,Tunnel,Miscellaneous, LONDON,1.128338575,2.1743083,6.770030975,1
2010,July-September,USA,8-14 nights,Air,Holiday, LONDON,55.38442835,36.35756742,381.6369131,124
2010,July-September,USA,8-14 nights,Air,Business, LONDON,13.46084565,22.11447237,115.1332972,29
2010,July-September,USA,8-14 nights,Air,VFR, LONDON,29.06942257,8.807764804,195.947201,59
2010,July-September,USA,8-14 nights,Air,Study, LONDON,0.969288111,1.286742568,13.12930059,3
2010,July-September,USA,8-14 nights,Air,Miscellaneous, LONDON,2.045817226,0.556928648,16.2296412,5
2010,July-September,USA,8-14 nights,Sea,Holiday, LONDON,1.058795452,0.136003375,3.151049852,2
2010,July-September,USA,8-14 nights,Sea,Business, LONDON,0.563738465,0.037112247,1.081231475,1
2010,July-September,USA,8-14 nights,Sea,VFR, LONDON,0.970547885,0.069420056,6.2991561,2
2010,July-September,USA,8-14 nights,Tunnel,Holiday, LONDON,2.358831763,1.365651071,13.15044117,2
2010,July-September,USA,8-14 nights,Tunnel,VFR, LONDON,0.343110353,0.068893559,0.343110353,1
2010,July-September,USA,15+  nights,Air,Holiday, LONDON,28.52656391,27.40838051,511.1655826,70
2010,July-September,USA,15+  nights,Air,Business, LONDON,4.553533792,7.55048047,481.1290722,8
2010,July-September,USA,15+  nights,Air,VFR, LONDON,24.81333664,8.227352782,572.2819682,50
2010,July-September,USA,15+  nights,Air,Study, LONDON,4.543699741,14.90252829,132.7721567,9
2010,July-September,USA,15+  nights,Air,Miscellaneous, LONDON,0.72967267,0.465910107,11.78849411,2
2010,July-September,USA,15+  nights,Sea,Holiday, LONDON,0.888101399,0.186501294,15.09772301,1
2010,July-September,USA,15+  nights,Sea,VFR, LONDON,0.082446486,0.022609713,0.577125371,1
2010,July-September,USA,15+  nights,Sea,Study, LONDON,1.657293916,0.032803599,6.629175663,1
2010,July-September,USA,15+  nights,Tunnel,Holiday, LONDON,2.460986376,0.425524488,65.91662359,2
2010,October-December,USA,1-3  nights,Air,Holiday, LONDON,29.29406275,15.77933727,70.992962,58
2010,October-December,USA,1-3  nights,Air,Business, LONDON,48.81437255,42.51177216,99.63878855,121
2010,October-December,USA,1-3  nights,Air,VFR, LONDON,13.90417606,4.640591947,31.33789389,29
2010,October-December,USA,1-3  nights,Air,Miscellaneous, LONDON,35.10881728,9.78843114,40.59367412,84
2010,October-December,USA,1-3  nights,Sea,Holiday, LONDON,5.499404579,1.134699394,12.34388113,8
2010,October-December,USA,1-3  nights,Sea,Miscellaneous, LONDON,0.090380073,0.054047283,0.090380073,1
2010,October-December,USA,1-3  nights,Tunnel,Holiday, LONDON,12.70258498,3.784977801,27.73717439,8
2010,October-December,USA,1-3  nights,Tunnel,Business, LONDON,2.110559702,0.628672719,1.860126376,1
2010,October-December,USA,1-3  nights,Tunnel,VFR, LONDON,1.534153819,0.104945078,4.32676506,1
2010,October-December,USA,4-7  nights,Air,Holiday, LONDON,42.1728427,34.38676219,213.6794051,99
2010,October-December,USA,4-7  nights,Air,Business, LONDON,46.87266938,57.63307228,199.4650627,122
2010,October-December,USA,4-7  nights,Air,VFR, LONDON,28.83465257,13.57495401,136.6891444,68
2010,October-December,USA,4-7  nights,Air,Study, LONDON,3.037624002,11.5468227,17.59532166,3
2010,October-December,USA,4-7  nights,Air,Miscellaneous, LONDON,4.781598419,3.684217814,25.99579269,9
2010,October-December,USA,4-7  nights,Sea,Holiday, LONDON,7.458524406,5.710401042,40.62471718,8
2010,October-December,USA,4-7  nights,Sea,VFR, LONDON,0.959136009,0.343720675,3.6067276,1
2010,October-December,USA,4-7  nights,Tunnel,Holiday, LONDON,4.23729527,3.327059075,17.87991285,3
2010,October-December,USA,4-7  nights,Tunnel,VFR, LONDON,4.401620626,0.892090082,13.68777692,3
2010,October-December,USA,8-14 nights,Air,Holiday, LONDON,25.49786294,19.05171805,194.6891127,53
2010,October-December,USA,8-14 nights,Air,Business, LONDON,10.62957978,16.17474706,81.00043567,24
2010,October-December,USA,8-14 nights,Air,VFR, LONDON,19.51735087,10.75945521,156.6224988,45
2010,October-December,USA,8-14 nights,Air,Study, LONDON,0.910771787,2.141706884,7.909487247,2
2010,October-December,USA,8-14 nights,Air,Miscellaneous, LONDON,1.019677907,0.831863627,6.039651752,2
2010,October-December,USA,8-14 nights,Sea,Holiday, LONDON,0.112220675,0.637533486,0.821178555,1
2010,October-December,USA,8-14 nights,Tunnel,Business, LONDON,2.896324515,3.556335717,13.46607673,2
2010,October-December,USA,8-14 nights,Tunnel,VFR, LONDON,1.523268223,0.355529398,12.88819408,1
2010,October-December,USA,15+  nights,Air,Holiday, LONDON,7.13504,9.310065585,126.0293418,16
2010,October-December,USA,15+  nights,Air,Business, LONDON,5.018421441,12.27082724,113.3524437,10
2010,October-December,USA,15+  nights,Air,VFR, LONDON,13.48107097,7.711900839,421.8485903,27
2010,October-December,USA,15+  nights,Air,Study, LONDON,3.991964728,30.83199126,244.6241207,9
2010,October-December,USA,15+  nights,Air,Miscellaneous, LONDON,1.070800126,0.218223679,19.24695492,3
2010,October-December,USA,15+  nights,Sea,Holiday, LONDON,0.112220675,0.19964394,1.437062502,1
2010,October-December,USA,15+  nights,Tunnel,Holiday, LONDON,2.93015492,3.784264326,130.0618687,2
2010,October-December,USA,15+  nights,Tunnel,Study, LONDON,1.18816638,5.955090046,130.6983032,1
2011,January-March,USA,1-3  nights,Air,Holiday, LONDON,26.49147913,10.64637094,62.95755136,51
2011,January-March,USA,1-3  nights,Air,Business, LONDON,53.93911436,67.93387944,119.767627,121
2011,January-March,USA,1-3  nights,Air,VFR, LONDON,19.01989399,4.500600116,45.39968377,38
2011,January-March,USA,1-3  nights,Air,Miscellaneous, LONDON,25.78100911,3.949076958,27.78328186,51
2011,January-March,USA,1-3  nights,Sea,Holiday, LONDON,8.547990918,1.118077174,18.80558014,10
2011,January-March,USA,1-3  nights,Sea,VFR, LONDON,0.854799092,0.678710461,1.709598184,1
2011,January-March,USA,1-3  nights,Tunnel,Holiday, LONDON,8.583920002,2.415515102,20.60140848,5
2011,January-March,USA,1-3  nights,Tunnel,Business, LONDON,2.827784777,1.03268218,3.239221811,1
2011,January-March,USA,1-3  nights,Tunnel,VFR, LONDON,1.716784,0.055531837,1.716784,1
2011,January-March,USA,4-7  nights,Air,Holiday, LONDON,38.71995649,27.08095667,197.5691487,82
2011,January-March,USA,4-7  nights,Air,Business, LONDON,43.99951883,60.34643396,202.6610921,102
2011,January-March,USA,4-7  nights,Air,VFR, LONDON,23.43484452,10.04111482,112.7886098,61
2011,January-March,USA,4-7  nights,Air,Study, LONDON,0.836945951,1.151913166,7.751196861,1
2011,January-March,USA,4-7  nights,Air,Miscellaneous, LONDON,4.678343743,1.63676428,17.73469472,10
2011,January-March,USA,4-7  nights,Sea,Holiday, LONDON,2.564397275,0.551137395,9.40279007,3
2011,January-March,USA,4-7  nights,Sea,Business, LONDON,7.19568634,0.522706106,9.196764946,2
2011,January-March,USA,4-7  nights,Sea,Miscellaneous, LONDON,0.854799092,0.056659188,2.564397335,1
2011,January-March,USA,4-7  nights,Tunnel,Holiday, LONDON,5.276250929,1.111696207,20.26560181,4
2011,January-March,USA,8-14 nights,Air,Holiday, LONDON,20.49945717,15.71221127,162.7790689,47
2011,January-March,USA,8-14 nights,Air,Business, LONDON,8.928373873,12.87950596,82.04817447,21
2011,January-March,USA,8-14 nights,Air,VFR, LONDON,17.80527407,9.676692781,151.7730328,41
2011,January-March,USA,8-14 nights,Air,Study, LONDON,0.303821057,0.36526829,5.627548218,1
2011,January-March,USA,8-14 nights,Air,Miscellaneous, LONDON,0.856464475,0.872975439,6.47196579,2
2011,January-March,USA,8-14 nights,Tunnel,Miscellaneous, LONDON,1.716784,1.550256014,15.45105648,1
2011,January-March,USA,15+  nights,Air,Holiday, LONDON,5.684995353,3.112813413,137.9976881,10
2011,January-March,USA,15+  nights,Air,Business, LONDON,2.305908605,7.99082005,73.68284988,7
2011,January-March,USA,15+  nights,Air,VFR, LONDON,9.586589366,5.062795981,166.5825207,21
2011,January-March,USA,15+  nights,Air,Study, LONDON,3.351623118,19.71868581,134.521172,6
2011,January-March,USA,15+  nights,Air,Miscellaneous, LONDON,3.882730335,15.03835068,228.7968373,7
2011,January-March,USA,15+  nights,Sea,Study, LONDON,2.837501287,7.513703823,160.3188324,2
2011,January-March,USA,15+  nights,Tunnel,Business, LONDON,3.345727205,33.29708862,187.7936707,1
2011,April-June,USA,1-3  nights,Air,Holiday, LONDON,47.87723032,22.67344967,119.243178,92
2011,April-June,USA,1-3  nights,Air,Business, LONDON,49.76312292,37.98127416,104.565192,99
2011,April-June,USA,1-3  nights,Air,VFR, LONDON,16.92766111,4.984297228,40.14447781,33
2011,April-June,USA,1-3  nights,Air,Study, LONDON,0.352974713,0.028237978,0.705949426,1
2011,April-June,USA,1-3  nights,Air,Miscellaneous, LONDON,55.65288565,12.8866173,60.47944206,106
2011,April-June,USA,1-3  nights,Sea,Holiday, LONDON,19.02844268,3.079471638,40.06592467,20
2011,April-June,USA,1-3  nights,Sea,VFR, LONDON,2.431940019,0.398838074,5.674525797,2
2011,April-June,USA,1-3  nights,Sea,Miscellaneous, LONDON,0.955791786,0.055046826,1.766438857,2
2011,April-June,USA,1-3  nights,Tunnel,Holiday, LONDON,41.24848443,10.0170673,102.0238597,27
2011,April-June,USA,1-3  nights,Tunnel,Business, LONDON,2.712773085,0.961678028,5.425546169,1
2011,April-June,USA,1-3  nights,Tunnel,VFR, LONDON,5.616220593,1.069569305,12.58882761,4
2011,April-June,USA,4-7  nights,Air,Holiday, LONDON,58.90367693,40.05468622,294.9977766,114
2011,April-June,USA,4-7  nights,Air,Business, LONDON,40.60766396,49.64687881,175.5221966,87
2011,April-June,USA,4-7  nights,Air,VFR, LONDON,24.14897054,10.44449719,118.534482,50
2011,April-June,USA,4-7  nights,Air,Miscellaneous, LONDON,4.578558028,4.831095159,22.64220381,9
2011,April-June,USA,4-7  nights,Sea,Holiday, LONDON,7.316699713,3.622223234,35.68426538,9
2011,April-June,USA,4-7  nights,Sea,VFR, LONDON,0.145144716,0.103488177,0.580578864,1
2011,April-June,USA,4-7  nights,Sea,Miscellaneous, LONDON,0.81064707,0.099709593,3.242588282,1
2011,April-June,USA,4-7  nights,Tunnel,Holiday, LONDON,23.1159763,10.71623358,123.7473419,18
2011,April-June,USA,8-14 nights,Air,Holiday, LONDON,40.86009577,37.44703565,290.4580904,82
2011,April-June,USA,8-14 nights,Air,Business, LONDON,20.78028601,30.36440957,160.355061,40
2011,April-June,USA,8-14 nights,Air,VFR, LONDON,24.27202579,8.02831284,201.7031433,49
2011,April-June,USA,8-14 nights,Air,Miscellaneous, LONDON,2.235411853,0.540235892,10.33492643,5
2011,April-June,USA,8-14 nights,Sea,Holiday, LONDON,1.527830109,0.590149395,13.86211646,3
2011,April-June,USA,8-14 nights,Tunnel,Holiday, LONDON,3.011153579,1.312538296,28.23742867,2
2011,April-June,USA,15+  nights,Air,Holiday, LONDON,15.63623062,12.3863912,219.4530948,32
2011,April-June,USA,15+  nights,Air,Business, LONDON,1.230234206,3.723822892,34.39633477,4
2011,April-June,USA,15+  nights,Air,VFR, LONDON,11.04891981,19.12245868,195.1578522,23
2011,April-June,USA,15+  nights,Air,Study, LONDON,0.965249598,2.459465086,22.28355455,2
2011,April-June,USA,15+  nights,Air,Miscellaneous, LONDON,1.926526845,1.535108268,50.99998856,4
2011,April-June,USA,15+  nights,Sea,VFR, LONDON,1.621294141,0.747416601,24.31941223,2
2011,July-September,USA,1-3  nights,Air,Holiday, LONDON,71.36985841,38.00339635,164.7074584,83
2011,July-September,USA,1-3  nights,Air,Business, LONDON,52.35873687,42.6976985,104.5940402,70
2011,July-September,USA,1-3  nights,Air,VFR, LONDON,18.4714193,5.898432219,43.47981006,26
2011,July-September,USA,1-3  nights,Air,Miscellaneous, LONDON,64.83822429,11.66343736,69.30290633,102
2011,July-September,USA,1-3  nights,Sea,Holiday, LONDON,7.562282145,1.523063981,14.38069987,5
2011,July-September,USA,1-3  nights,Sea,VFR, LONDON,0.494768202,0.061846025,0.989536405,1
2011,July-September,USA,1-3  nights,Tunnel,Holiday, LONDON,22.54967004,6.246583761,58.48593122,16
2011,July-September,USA,1-3  nights,Tunnel,Business, LONDON,8.140836239,5.590041041,18.99528503,6
2011,July-September,USA,1-3  nights,Tunnel,VFR, LONDON,2.426203489,0.573113382,5.53855741,2
2011,July-September,USA,1-3  nights,Tunnel,Miscellaneous, LONDON,1.35680604,0.45317322,2.71361208,1
2011,July-September,USA,4-7  nights,Air,Holiday, LONDON,72.60159454,54.34374765,346.9592153,84
2011,July-September,USA,4-7  nights,Air,Business, LONDON,39.02418193,46.40073906,171.5102479,58
2011,July-September,USA,4-7  nights,Air,VFR, LONDON,28.02080983,7.991130725,121.1842677,46
2011,July-September,USA,4-7  nights,Air,Study, LONDON,1.148644507,0.119729083,3.457825124,2
2011,July-September,USA,4-7  nights,Air,Miscellaneous, LONDON,1.662535012,1.674379468,8.865915298,3
2011,July-September,USA,4-7  nights,Sea,Holiday, LONDON,12.53698385,3.068269504,45.58069873,15
2011,July-September,USA,4-7  nights,Sea,Business, LONDON,0.494768202,0.02148704,0.989536405,1
2011,July-September,USA,4-7  nights,Sea,VFR, LONDON,0.725545824,0.145109162,2.902183294,1
2011,July-September,USA,4-7  nights,Tunnel,Holiday, LONDON,18.94191289,9.830534965,91.70255375,13
2011,July-September,USA,4-7  nights,Tunnel,VFR, LONDON,1.579764962,0.312545776,9.478590012,2
2011,July-September,USA,8-14 nights,Air,Holiday, LONDON,57.94080697,36.79824175,416.8040469,85
2011,July-September,USA,8-14 nights,Air,Business, LONDON,22.47813019,35.39240666,188.7550743,32
2011,July-September,USA,8-14 nights,Air,VFR, LONDON,29.88648945,16.86312407,215.1411146,43
2011,July-September,USA,8-14 nights,Air,Study, LONDON,0.665117085,9.761637688,6.448897839,1
2011,July-September,USA,8-14 nights,Air,Miscellaneous, LONDON,2.812713057,7.06191393,24.33196461,5
2011,July-September,USA,8-14 nights,Tunnel,Holiday, LONDON,1.85636659,2.393656943,15.56366384,3
2011,July-September,USA,8-14 nights,Tunnel,Business, LONDON,1.572833925,1.765204906,15.72833967,2
2011,July-September,USA,8-14 nights,Tunnel,VFR, LONDON,2.71361208,2.991757244,23.06570244,2
2011,July-September,USA,8-14 nights,Tunnel,Miscellaneous, LONDON,1.35680604,0.408398628,18.99528503,1
2011,July-September,USA,15+  nights,Air,Holiday, LONDON,34.96243894,26.10527742,356.0282736,36
2011,July-September,USA,15+  nights,Air,Business, LONDON,7.453196019,30.00590041,312.7915435,9
2011,July-September,USA,15+  nights,Air,VFR, LONDON,19.80255055,8.786557977,385.3299104,30
2011,July-September,USA,15+  nights,Air,Study, LONDON,4.652906358,19.13137531,244.6090698,8
2011,July-September,USA,15+  nights,Air,Miscellaneous, LONDON,0.643273652,1.346862793,79.68022156,1
2011,July-September,USA,15+  nights,Tunnel,VFR, LONDON,1.993533909,2.519455671,49.50494766,2
2011,October-December,USA,1-3  nights,Air,Holiday, LONDON,31.94458953,15.04232789,78.19598663,53
2011,October-December,USA,1-3  nights,Air,Business, LONDON,58.23851642,63.83268965,116.1595143,100
2011,October-December,USA,1-3  nights,Air,VFR, LONDON,12.95408478,4.701920324,30.82117593,25
2011,October-December,USA,1-3  nights,Air,Miscellaneous, LONDON,36.87835041,6.771999925,39.18298033,62
2011,October-December,USA,1-3  nights,Sea,Holiday, LONDON,3.93653433,3.646259924,10.69888371,5
2011,October-December,USA,1-3  nights,Sea,Business, LONDON,0.68172735,0.010225911,0.68172735,1
2011,October-December,USA,1-3  nights,Sea,Miscellaneous, LONDON,0.147639304,0.02738709,0.369098246,2
2011,October-December,USA,1-3  nights,Tunnel,Holiday, LONDON,7.318782806,3.924323052,17.91896105,5
2011,October-December,USA,1-3  nights,Tunnel,Business, LONDON,3.368927896,1.119159315,7.013069093,3
2011,October-December,USA,1-3  nights,Tunnel,VFR, LONDON,2.782616854,0.205720522,5.067042112,2
2011,October-December,USA,4-7  nights,Air,Holiday, LONDON,44.89721358,37.51994305,224.0942793,80
2011,October-December,USA,4-7  nights,Air,Business, LONDON,51.32348242,83.22282784,246.8228424,95
2011,October-December,USA,4-7  nights,Air,VFR, LONDON,26.82169431,17.29612588,135.8243296,50
2011,October-December,USA,4-7  nights,Air,Study, LONDON,0.719067752,0.157117337,4.486783981,1
2011,October-December,USA,4-7  nights,Air,Miscellaneous, LONDON,1.369523883,0.89360112,4.975451589,3
2011,October-December,USA,4-7  nights,Sea,Holiday, LONDON,1.452408992,0.713419056,5.998297453,2
2011,October-December,USA,4-7  nights,Sea,VFR, LONDON,0.084551528,0.10448008,0.538878202,1
2011,October-December,USA,4-7  nights,Tunnel,Holiday, LONDON,8.831389308,3.801940888,44.31728506,6
2011,October-December,USA,4-7  nights,Tunnel,Business, LONDON,2.915261507,9.563515663,17.49157,2
2011,October-December,USA,4-7  nights,Tunnel,VFR, LONDON,1.391308427,0.293886453,8.867323875,1
2011,October-December,USA,8-14 nights,Air,Holiday, LONDON,21.6984359,19.37857305,155.1582623,37
2011,October-December,USA,8-14 nights,Air,Business, LONDON,10.69470444,19.75584814,100.599844,19
2011,October-December,USA,8-14 nights,Air,VFR, LONDON,21.92449969,9.015077967,168.5289986,38
2011,October-December,USA,8-14 nights,Air,Miscellaneous, LONDON,1.923219591,1.772787349,14.84680235,4
2011,October-December,USA,8-14 nights,Sea,Holiday, LONDON,0.162773944,0.231336378,1.810227036,2
2011,October-December,USA,8-14 nights,Tunnel,Holiday, LONDON,1.463756561,1.19139719,16.42571449,1
2011,October-December,USA,8-14 nights,Tunnel,Business, LONDON,1.214713693,0.517876208,2.429427385,1
2011,October-December,USA,15+  nights,Air,Holiday, LONDON,5.181605697,5.289120734,131.980058,9
2011,October-December,USA,15+  nights,Air,Business, LONDON,5.92948693,8.690106124,131.413578,10
2011,October-December,USA,15+  nights,Air,VFR, LONDON,6.304844767,4.193933062,109.5361857,14
2011,October-December,USA,15+  nights,Air,Study, LONDON,3.68854627,7.137688786,270.6145592,6
2011,October-December,USA,15+  nights,Air,Miscellaneous, LONDON,2.208364487,8.636687279,216.5267029,2
2011,October-December,USA,15+  nights,Sea,VFR, LONDON,0.186310351,0.320583502,6.02086699,2
2012,January-March,USA,1-3  nights,Air,Holiday, LONDON,24.27216151,8.789905507,47.04825586,37
2012,January-March,USA,1-3  nights,Air,Business, LONDON,55.40559822,43.23815802,115.0293429,105
2012,January-March,USA,1-3  nights,Air,VFR, LONDON,9.539452702,2.360039267,22.0825491,18
2012,January-March,USA,1-3  nights,Air,Miscellaneous, LONDON,28.87730196,4.206835038,31.73348778,57
2012,January-March,USA,1-3  nights,Sea,Holiday, LONDON,2.336735725,0.312921546,4.75947094,2
2012,January-March,USA,1-3  nights,Sea,VFR, LONDON,1.144941926,0.057247095,1.144941926,1
2012,January-March,USA,1-3  nights,Sea,Miscellaneous, LONDON,0.890371561,0.067668244,0.890371561,1
2012,January-March,USA,1-3  nights,Tunnel,Holiday, LONDON,10.84651065,2.344839327,24.54645491,9
2012,January-March,USA,1-3  nights,Tunnel,Business, LONDON,1.115820885,0.449675798,1.115820885,1
2012,January-March,USA,1-3  nights,Tunnel,VFR, LONDON,1.115820885,0.16848895,3.347462654,1
2012,January-March,USA,4-7  nights,Air,Holiday, LONDON,29.18485191,25.66383062,150.3286009,65
2012,January-March,USA,4-7  nights,Air,Business, LONDON,38.52117237,50.70942024,165.9751955,81
